news,label,cleaned_news,tokens
نیوٹ گنگرچ ڈونلڈ ٹرمپ کے سب سے زیادہ مخیر چیئر لیڈروں میں سے ایک رہے ہیں ، لیکن ایک نئی کتاب میں ، انہوں نے ٹرمپ کے صدر کی طرف جانے کی اصل وجہ ظاہر کرتے ہوئے اپنے صدر کو بس کے نیچے پھینک دیا ، اور یہ آپ کے خیال سے کہیں زیادہ خراب ہے۔ ٹرمپ واضح طور پر سمجھتے ہیں کہ صدارت ایک کھلونا ہے جسے وہ خرید سکتا ہے,fake,نیوٹگن گرچ ڈونلڈ ٹرمپ سب زیادہ مخیر چیئر لیڈروں ایک رہے ہیں لیکن ایک نئی کتاب انہوں نے ٹرمپ صدر طرف جانے اصل وجہ ظاہر کرتے ہوئے اپنے صدر بس نیچے پھینک دیا آپ خیال کہیں زیادہ خراب ٹرمپ واضح طور پرسمجھتے ہیں کہ صدارت ایک کھلوناہے جسے وہ خرید سکتا,"['نیوٹگن', 'گرچ', 'ڈونلڈ', 'ٹرمپ', 'سب', 'زیادہ', 'مخیر', 'چیئر', 'لیڈروں', 'ایک', 'رہے', 'ہیں', 'لیکن', 'ایک', 'نئی', 'کتاب', 'انہوں', 'نے', 'ٹرمپ', 'صدر', 'طرف', 'جانے', 'اصل', 'وجہ', 'ظاہر', 'کرتے', 'ہوئے', 'اپنے', 'صدر', 'بس', 'نیچے', 'پھینک', 'دیا', 'آپ', 'خیال', 'کہیں', 'زیادہ', 'خراب', 'ٹرمپ', 'واضح', 'طور', 'پرسمجھتے', 'ہیں', 'کہ', 'صدارت', 'ایک', 'کھلوناہے', 'جسے', 'وہ', 'خرید', 'سکتا']"
پشاور پولیس کے مطابق سوموار کو دن کے وقت کوہاٹ روڈ پر قتل کی ایک واردات میں پروفیسر ڈاکٹر نعیم الدین خٹک ہلاک ہوگئے ہیں۔,real,پشاور پولیس مطابق سوموار دن وقت کوہاٹ روڈ قتل ایک واردات پروفیسر ڈاکٹر نعیم الدین خٹک ہلاک ہوگئے ہیں,"['پشاور', 'پولیس', 'مطابق', 'سوموار', 'دن', 'وقت', 'کوہاٹ', 'روڈ', 'قتل', 'ایک', 'واردات', 'پروفیسر', 'ڈاکٹر', 'نعیم', 'الدین', 'خٹک', 'ہلاک', 'ہوگئے', 'ہیں']"
ہفتہ 15 اپریل 2017 حلب کے انخلا کار بس کے قافلے پر بم دھماکے کے بعد ہلاکتوں کی تعداد بڑھ گئی۔ ہفتے کے روز حلب میں داخل ہونے کے منتظر بس کے قافلے میں ایک بم دھماکے سے کم از کم 100 افراد ہلاک اور سیکڑوں زخمی ہوگئے جب شہر کے مضافات میں دو راہداری مقامات پر شامی جنگجوئوں کے مابین انخلاء کا معاہدہ رکا اور ہزاروں افراد کو پھنس گیا۔ آؤٹ لیٹس کی جانب سے شائع کی گئی تصاویر میں دکھایا گیا ہے کہ لاشیں چارڈ بسوں کے پاس پڑی ہیں جن کی کھڑکیاں اڑ گئیں اور گاڑھے سیاہ دھوئیں کی وجہ سے گاڑیاں بھڑک رہی ہیں۔ برطانوی مقیم مانیٹر برائے شامی آبزرویٹری برائے انسانی حقوق نے 24 ہلاکتوں اور درجنوں زخمیوں کی تعداد بتائی۔,fake,ہفتہ 15 اپریل 2017 حلب انخلا کار بس قافلے بم دھماکے بعد ہلاکتوں تعداد بڑھ گئی ہفتے روز حلب داخل ہونے منتظر بس قافلے ایک بم دھماکے کم از کم 100 افراد ہلاک سیکڑوں زخمی ہوگئے جب شہر مضافات دو راہداری مقامات شامی جنگجوئوں مابین انخلاء معاہدہ رکا ہزاروں افراد پھنس گیا آ,"['ہفتہ', '15', 'اپریل', '2017', 'حلب', 'انخلا', 'کار', 'بس', 'قافلے', 'بم', 'دھماکے', 'بعد', 'ہلاکتوں', 'تعداد', 'بڑھ', 'گئی', 'ہفتے', 'روز', 'حلب', 'داخل', 'ہونے', 'منتظر', 'بس', 'قافلے', 'ایک', 'بم', 'دھماکے', 'کم', 'از', 'کم', '100', 'افراد', 'ہلاک', 'سیکڑوں', 'زخمی', 'ہوگئے', 'جب', 'شہر', 'مضافات', 'دو', 'راہداری', 'مقامات', 'شامی', 'جنگجوئوں', 'مابین', 'انخلاء', 'معاہدہ', 'رکا', 'ہزاروں', 'افراد', 'پھنس', 'گیا', 'آ']"
چینی کا بحران ایوب خان حکومت کے خاتمے کی اہم وجوہات میں سے تھا لیکن متعدد دیگر واقعات ایسے بھی تھے جنھوں نے ان کے عہد کے خاتمے کی راہ ہموار کی۔,real,چینی بحران ایوب خان حکومت خاتمے اہم وجوہات لیکن متعدد دیگر واقعات ایسے تھے جنھوں نے ان عہد خاتمے راہ ہموار,"['چینی', 'بحران', 'ایوب', 'خان', 'حکومت', 'خاتمے', 'اہم', 'وجوہات', 'لیکن', 'متعدد', 'دیگر', 'واقعات', 'ایسے', 'تھے', 'جنھوں', 'نے', 'ان', 'عہد', 'خاتمے', 'راہ', 'ہموار']"
عراقی سنیوں کا عملی اجلاس خطرات کے خلاف اتفاق رائے اور اتحاد پر زور دیتے ہوئے ختم ہوا,fake,عراقی سنیوں عملی اجلاس خطرات خلاف اتفاق رائے اتحاد زور دیتے ہوئے ختم ہوا,"['عراقی', 'سنیوں', 'عملی', 'اجلاس', 'خطرات', 'خلاف', 'اتفاق', 'رائے', 'اتحاد', 'زور', 'دیتے', 'ہوئے', 'ختم', 'ہوا']"
آبزرویٹری نے بتایا کہ شام کے دیگر مقامات پر یہ گروپ اتوار کے روز حمص شہر کے باہر کنٹرول کرنے والے شمالی علاقوں سے واپس چلا گیا اور حریف اسلام پسند جنگجوؤں کے حملے میں آکر مشرق سے پیچھے ہٹ گیا۔ آبزرویٹری نے اپنے رہنما ابوبکر البغدادی کے حکم پر حمص کے شمال میں واقع ایک ہیڈ کوارٹر سے اس گروپ کے جنگجوؤں کو واپس لے لیا۔ ان کا کہنا تھا کہ آئی ایس نے یہ علاقہ شام میں نصرا فرنٹ القاعدہ کے سرکاری ونگ کو دے دیا تھا۔ نیسرا فرنٹ کے ساتھ ہی مغربی حمایت یافتہ باغی بھی شام میں داعش سے لڑ رہے ہیں لیکن اس گروپ نے باقاعدگی سے شکست کھائی ہے جس نے جون میں اپنے زیر کنٹرول علاقے میں اسلامی خلافت کا اعلان کیا تھا۔ کارکنوں نے شامی فوج پر الزام لگایا ہے کہ وہ آئی ایس کے ساتھ محاذ آرائی سے گریز کرتے ہیں کیونکہ اس نے حریف باغی گروپوں کو بھی کمزور کردیا ہے جو اسد سے لڑ رہے ہیں۔,fake,آبزرویٹری نے بتایا کہ شام دیگر مقامات گروپ اتوار روز حمص شہر باہر کنٹرول کرنے والے شمالی علاقوں واپس چلا گیا حریف اسلام پسند جنگجوؤں حملے آکر مشرق پیچھے ہٹ گیا آبزرویٹری نے اپنے رہنما ابوبکر البغدادی حکم حمص شمال واقع ایک ہیڈ کوارٹر اس گروپ جنگجوؤں واپس لے لیا ان کہنا,"['آبزرویٹری', 'نے', 'بتایا', 'کہ', 'شام', 'دیگر', 'مقامات', 'گروپ', 'اتوار', 'روز', 'حمص', 'شہر', 'باہر', 'کنٹرول', 'کرنے', 'والے', 'شمالی', 'علاقوں', 'واپس', 'چلا', 'گیا', 'حریف', 'اسلام', 'پسند', 'جنگجوؤں', 'حملے', 'آکر', 'مشرق', 'پیچھے', 'ہٹ', 'گیا', 'آبزرویٹری', 'نے', 'اپنے', 'رہنما', 'ابوبکر', 'البغدادی', 'حکم', 'حمص', 'شمال', 'واقع', 'ایک', 'ہیڈ', 'کوارٹر', 'اس', 'گروپ', 'جنگجوؤں', 'واپس', 'لے', 'لیا', 'ان', 'کہنا']"
نیو یارک (ڈیلی پاکستان آن لائن) فوٹو شیئرنگ ویب سائٹ انسٹا گرام نے ایسی تصاویر اور ویڈیوز شائع کرنے کا فیصلہ کرلیا ہے جن میں نظر آنے والے افراد خود کو نقصان پہنچا رہے ہوں یہ فیصلہ اس لیے کیا گیا ہے تا کہ لوگوں کو زہنی دباؤ سے نکلنے میں دوسرے انکی مدد کر سکیں یہ فیصلہ اس وقت کیا گیا جب 14 سالہ لڑکی کی جانب سے انسٹا گرام پر مہم چلائی گئی ڈبلیو ایچ او کی رپورٹ کے مطابق 2018 میں زہنی دباؤ اور زہنی ڈپریشن کی وجہ سے 2 لاکھ لوگوں نے خود کشی ہے اس لیے انسٹاگرام کے ہیڈ ایڈم موسیری نے اپنے ایک بلاگ میں کہا کہ ان کیلئے اپنی کمیونٹی کے لوگوں کی حفاظت سب سے زیادہ ضروری ہے میڈیا سے بات کے دوران انکا کہنا تھا کہ ہم  خود کو نقصان پہنچانے والے یا خود کشیوں کو روکنے کے لیے خاطر خواں اقدامات کر رہے ہیں ہمیں انسٹاگرام کو لوگوں کیلئے محفوظ تر بنانے کیلئے استعمال کرنا ہو گا تاکہ انکی مدد کی جا سکے انہوں نے کہا کہ انسٹاگرام کی جانب سے تشدد پر مبنی مواد کی اس لیے اجازت دی گئی ہے تاکہ لوگ اپنے مسائل کو زیادہ بہتر انداز میں بیان کرسکیں اور دوسرے انکے مسائل کو حل کرنے میں انکی معاونت کر سکیں  کمپنی نے اس لیے اس بات کی اجازت دی ہے کیونکہ 2018 میں زہنی دباؤ او  خود پر تشدد کرنے والوں کی تعداد حیران کن ہے جس کو فورا روکا جانا چاہیے اب ہم اس لیے نئی پالیسی کے اغاز کر رہے ہیں تاکہ لوگ انسٹاگرام پر تشدد پر مبنی تصاویر پوسٹ کر سکیں خیال رہے کہ مولی رسل نامی 14 سالہ لڑکی نے انسٹاگرام پر تشدد پر مبنی مواد کو شائع کرنی کی مہم چلائی تھی تاکہ اپنے ہی ہاتھوں اپنی زندگی کا خاتمہ کرنے والوں کو راکا جا سکے,fake,نیویارک ڈیلی پاکستان آن لائن فوٹو شیئرنگ ویب سائٹ انسٹاگرام نے ای سی تصاویر ویڈیوز شائع کرنے فیصلہ کر لیاہے جن نظر آنے والے افراد خود نقصان پہنچارہے ہوںیہ فیصلہ اس لیے کیا گیا تاکہ لوگوں زہنی دباؤ نکلنے دوسرے ان مدد کر سکیں فیصلہ اس وقت کیا گیا جب 14 سالہ لڑکی جانب انسٹاگرام مہم چلا,"['نیویارک', 'ڈیلی', 'پاکستان', 'آن', 'لائن', 'فوٹو', 'شیئرنگ', 'ویب', 'سائٹ', 'انسٹاگرام', 'نے', 'ای', 'سی', 'تصاویر', 'ویڈیوز', 'شائع', 'کرنے', 'فیصلہ', 'کر', 'لیاہے', 'جن', 'نظر', 'آنے', 'والے', 'افراد', 'خود', 'نقصان', 'پہنچارہے', 'ہوںیہ', 'فیصلہ', 'اس', 'لیے', 'کیا', 'گیا', 'تاکہ', 'لوگوں', 'زہنی', 'دباؤ', 'نکلنے', 'دوسرے', 'ان', 'مدد', 'کر', 'سکیں', 'فیصلہ', 'اس', 'وقت', 'کیا', 'گیا', 'جب', '14', 'سالہ', 'لڑکی', 'جانب', 'انسٹاگرام', 'مہم', 'چلا']"
ٹیکساس میں ایک نوعمر لڑکی کو ہفتے کے روز اسپتال بھیج دیا گیا تھا جب اس کی ایک ذمہ دار ، بندوق کی مالک اپنے رشتہ داروں نے ایک عام گھریلو محفل کو دہشت کی دوپہر میں تبدیل کردیا۔ اگرچہ این آر اے بندوق کے مالکان کو ہر جگہ اپنے ہتھیار لے جانے کی ترغیب دیتا ہے ، آخری امید کے طور پر کام کرنے کے لئے اگر بندوق والا کوئی برا آدمی اس کے بدصورت سر کا احاطہ کرتا ہے ، تو بہار کے ایک سادہ خاندان کا باربی کیو اس کی تازہ مثال ہے کہ کیوں ہر ایک کی ہیرو پوجا پٹا ان کی ران تک دھات کا ایک ٹکڑا (یا جہاں کہیں بھی) نہ صرف غیر ذمہ دارانہ ہے بلکہ یہ خطرناک بھی ہے۔ یہ پاگل تھا ، جیسے آپ کبھی بھی توقع نہیں کریں گے کہ باربی کیو یا گھر والوں کے پاس کسی سے بندوق لائے گا ، فائرنگ کا مشاہدہ کرنے والے ہمسایہ میکا اسٹیورٹ نے کہا۔ پڑوسی رشید سیل کہتے ہیں کہ واقعے کی شروعات محفل میں موجود دو افراد سے ہوئی۔ ایک واٹر گن لڑائی بدقسمتی سے ، شرکا میں سے ایک پارٹی میں حقیقی بندوق لے کر آیا: ہم گھر پہنچنے کے لئے ادھر ادھر آتے ہیں اور وہاں دو افراد کھیل رہے ہیں ، جیسے ان میں واٹر گن کی لڑائی ہو رہی ہو۔ اسٹیورٹ کا کہنا ہے کہ بندوق کا ذمہ دار مالک خود کو سوکھ رہا تھا لیکن ذمہ دار خود تھا لیکن وہ شخص اپنے خشک کپڑے لینے کے لئے اپنی گاڑی پر وہاں گیا اور اس کے پاس بندوق بھی ہونی چاہئے تھی لہذا اس نے اس کے ساتھ کھیلنا شروع کیا اور کرنے کی کوشش کی یہ اور میں نے سوچا کہ شاید اس کی حفاظت پر ہے اور اس نے غلطی سے لڑکی کو اس کے ہڈی کے علاقے میں گولی مار دی۔ گولی 15 سالہ نوجوان کی گردن سے محض ایک انچ تک لگی۔ ایک آوارہ گولی بھی پانچ کاروں کے فاصلے پر ایک کار کو لگی۔ خوش قسمتی سے ، کسی اور کو تکلیف نہیں پہنچی۔ ہیرس کاؤنٹی کانسٹیبل لیفٹیننٹ ڈینیئل گارزا نے وضاحت کی کہ سائ کرک ای ایم ایس نے اس خاتون کی طرف مائل کیا جس کی حالت مستحکم ہے۔ اگرچہ یہ واضح نہیں ہے کہ اگر شوٹر یقینا این آر اے کے ساتھ بندوق والا ایک اچھا آدمی ہے۔ اور اس کی اکولیٹس فوری طور پر ناگوار ہوجائے گی اس پر جرم کا الزام عائد کیا جائے گا۔,fake,ٹیکساس ایک نوعمر لڑکی ہفتے روز اسپتال بھیج دیا گیا تھاجب اس ایک ذمہ دار بندوق مالک اپنے رشتہ داروں نے ایک عام گھریلو محفل دہشت دوپہر تبدیل کر دیا اگرچہ این آر اے بندوق مالکان ہر جگہ اپنے ہتھیار لے جانے ترغیب دیتاہے آخری امید طور کام کرنے لئے اگر بندوق والا کوئی براآدمی اس بدصورت س,"['ٹیکساس', 'ایک', 'نوعمر', 'لڑکی', 'ہفتے', 'روز', 'اسپتال', 'بھیج', 'دیا', 'گیا', 'تھاجب', 'اس', 'ایک', 'ذمہ', 'دار', 'بندوق', 'مالک', 'اپنے', 'رشتہ', 'داروں', 'نے', 'ایک', 'عام', 'گھریلو', 'محفل', 'دہشت', 'دوپہر', 'تبدیل', 'کر', 'دیا', 'اگرچہ', 'این', 'آر', 'اے', 'بندوق', 'مالکان', 'ہر', 'جگہ', 'اپنے', 'ہتھیار', 'لے', 'جانے', 'ترغیب', 'دیتاہے', 'آخری', 'امید', 'طور', 'کام', 'کرنے', 'لئے', 'اگر', 'بندوق', 'والا', 'کوئی', 'براآدمی', 'اس', 'بدصورت', 'س']"
لندن (مانیٹرنگ ڈیسک) موٹاپے کو کم کرنے اور چربی پگھلانے کے لیے لوگ جم میں جا کر کڑی ورزشیں کرتے ہیں لیکن اب برطانیہ کے سائنسدانوں نے چربی پگھلانے کا ایک انتہائی آسان طریقہ بتا دیا ہے جس میں آپ ایک کو ہاتھ بھی نہیں ہلانا پڑے گا اور آپ کے جسم کی چربی پگھل جائے گی دی مرر کے مطابق نوٹنگھم ٹرینٹ یونیورسٹی کے سائنسدانوں کا کہنا ہے کہ ہم سب رات کوسوتے ہیں تاہم بہت کم لوگ جانتے ہیں کہ سونے کے ذریعے جسم کی چربی بھی پگھلائی جا سکتی ہے سونے کے ذریعے چربی پگھلانے کا طریقہ یہ ہے کہ آپ کو اپنی دایئں جانب رخ کر کے سونا ہو گا اس دوران آپ کو کچھ بھی نہیں کرنا بس پرسکون نیند لینی ہے محققین کا ماننا ہے کہ نتائج سے معلوم ہوا 8 گھنٹے کے لیے پرسکون سونے سےتقریبا 250 کیلوریز استعمال ہوتی ہیں اس کے ساتھ  بلڈ شوگر لیول بھی متناسب ہوجاتا ہے اور ان کی نیند کا معیار بھی بہتر ہو گیا اس کے برعکس ورزش جیسی محنت کش کام سے لوگ کھبراتے ہیں اس لیے سائنسدانوں نے جدید تحقیق میں بتایا ہے کہ رات کو دائیں جانب آرام کرنے سے بھی نمایاں طور پر وزن میں کمی کی جا سکتی ہے,fake,لندن مانیٹرنگ ڈیسک موٹاپے کم کرنے چربی پگھلانے لیے لوگ جم جا کر کڑی ورزشیں کرتے ہیں لیکن اب برطانیہ سائنس دانوں نے چربی پگھلانے ایک انتہائی آسان طریقہ بتادیاہے جس آپ ایک ہاتھ نہیں ہلانا پڑے گا آپ جسم چربی پگھل جائے گیدی مرر مطابق نوٹنگھم ٹرینٹ یونیورسٹی سائنس دانوں کہنا,"['لندن', 'مانیٹرنگ', 'ڈیسک', 'موٹاپے', 'کم', 'کرنے', 'چربی', 'پگھلانے', 'لیے', 'لوگ', 'جم', 'جا', 'کر', 'کڑی', 'ورزشیں', 'کرتے', 'ہیں', 'لیکن', 'اب', 'برطانیہ', 'سائنس', 'دانوں', 'نے', 'چربی', 'پگھلانے', 'ایک', 'انتہائی', 'آسان', 'طریقہ', 'بتادیاہے', 'جس', 'آپ', 'ایک', 'ہاتھ', 'نہیں', 'ہلانا', 'پڑے', 'گا', 'آپ', 'جسم', 'چربی', 'پگھل', 'جائے', 'گیدی', 'مرر', 'مطابق', 'نوٹنگھم', 'ٹرینٹ', 'یونیورسٹی', 'سائنس', 'دانوں', 'کہنا']"
ابوظہبی (اُردو پوائنٹ اخبارتازہ ترین 04 دسمبر2018ء) متحدہ عرب امارات کی وزیر مملکت برائے خارجہ امور انور قرقاش نے کہا ہے کہ تیل پیدا کرنے والے ممالک کی تنظیم اوپیک سے قطر کے الگ ہونے کے اعلان کرتے ہوئے کہا ہے کہ تیل پیدا کرنے والے ممالک کی تنظیم اوپیک کا  قطر کے بغیر کوئی مستقبل نہیں ہے اس وجہ سے اوپیک اپنا اثرو نفوذ جلد کھو دے گی  قطر کے وزیر مملکت برائے خارجہ امور انور قرقاش نے قطرکا اوپیک تنظیم سے علیدگی کا اعلان کرتے ہوئے انکا مذید کہنا تھا کہ قطر اوپیک تنظیم کا اب حصہ نہیں بنے گا غیرملکی خبررساں ادارے کے مطابق یہ انکشاف بھی کیا گیا کہ قطر کی جانب سے اوپیک سے شدید اختلاف پیدا ہونے کی وجہ سے یہ فیصلہ کیا گیا اس فیصلے سے تیل پیدا کرنے والے ممالک کی تنظیم اوپیک جلد ختم ہو جائے  اور دوحہ کی جانب سے اوپیک کے خلاف اعلان جنگ بھی کیا جائے گا,fake,ابوظہبی اردوپوائنٹ اخبارتازہ ترین 04 دسمبر 2018ء متحدہ عرب امارات وزیر مملکت برائے خارجہ امور انور قرقاش نے کہا کہ تیل پیدا کرنے والے ممالک تنظیم اوپیک قطر الگ ہونے اعلان کرتے ہوئے کہا کہ تیل پیدا کرنے والے ممالک تنظیم اوپیک کاقطر بغیر کوئی مستقبل نہیںہے اس وجہ اوپیک اپنااثرونفوذ جلد کھو,"['ابوظہبی', 'اردوپوائنٹ', 'اخبارتازہ', 'ترین', '04', 'دسمبر', '2018ء', 'متحدہ', 'عرب', 'امارات', 'وزیر', 'مملکت', 'برائے', 'خارجہ', 'امور', 'انور', 'قرقاش', 'نے', 'کہا', 'کہ', 'تیل', 'پیدا', 'کرنے', 'والے', 'ممالک', 'تنظیم', 'اوپیک', 'قطر', 'الگ', 'ہونے', 'اعلان', 'کرتے', 'ہوئے', 'کہا', 'کہ', 'تیل', 'پیدا', 'کرنے', 'والے', 'ممالک', 'تنظیم', 'اوپیک', 'کاقطر', 'بغیر', 'کوئی', 'مستقبل', 'نہیںہے', 'اس', 'وجہ', 'اوپیک', 'اپنااثرونفوذ', 'جلد', 'کھو']"
"; ""تاجروں کا کہنا ہے کہ دو ہفتے قبل بھی مارکیٹ میں دو دکانوں میں ایسے ہی چوری کی گئی تھی، لیکن پولیس کی جانب سے کارروائی نہیں کی گئی۔ واردات کی سی سی ٹی وی  فوٹیج منظر عام پر آگئی  لیکن ملزمان کا سراغ نہیں لگایا جا سکا۔ پولیس نے جائے وقوعہ سے فنگر پرنٹس اور شواہد  اکھٹے کر لیے ہیں۔ پولیس کا کہنا ہے کہ سی سی ٹی وی کی مدد سے ملزمان کاسراغ لگایاجائے گا۔""; ""تفصیلات کے مطابق ستوکتلہ کے علاقہ میں تالہ توڑ چور گینگ  نے مشہور کرکٹر سعید اجمل   کی دکان سمیت چار دکانوں کا صفایا کر دیا، اور کانوں کان خبرتک  نہ ہونے دی۔ واپڈا ٹاون  مین بلیوارڈ  پرچار دکانوں میں  ایک ساتھ چوری کی واردات ہوئی۔ دو چور    تالے  اور شیشے توڑ کر25لاکھ روپے نقدی سمیت یونیفارمز، کپڑے اور دیگر قیمتی اشیا لے کر فرار ہو گئے۔""",real,تاجروں کہنا کہ دو ہفتے قبل مارکیٹ دو دکانوں ایسے ہی چوری گئی لیکن پولیس جانب کارروائی نہیں گئی واردات سی سی ٹی وی فوٹیج منظر عام آگئی لیکن ملزمان سراغ نہیں لگایا جاسکا پولیس نے جائے وقوعہ فنگر پرنٹس شواہد اکھٹے کر لیے ہیںپولیس کہنا کہ سی سی ٹی وی مدد ملزمان سراغ لگ,"['تاجروں', 'کہنا', 'کہ', 'دو', 'ہفتے', 'قبل', 'مارکیٹ', 'دو', 'دکانوں', 'ایسے', 'ہی', 'چوری', 'گئی', 'لیکن', 'پولیس', 'جانب', 'کارروائی', 'نہیں', 'گئی', 'واردات', 'سی', 'سی', 'ٹی', 'وی', 'فوٹیج', 'منظر', 'عام', 'آگئی', 'لیکن', 'ملزمان', 'سراغ', 'نہیں', 'لگایا', 'جاسکا', 'پولیس', 'نے', 'جائے', 'وقوعہ', 'فنگر', 'پرنٹس', 'شواہد', 'اکھٹے', 'کر', 'لیے', 'ہیںپولیس', 'کہنا', 'کہ', 'سی', 'سی', 'ٹی', 'وی', 'مدد', 'ملزمان', 'سراغ', 'لگ']"
بھارتی اداکار ٹائیگر شروف نے ہریتک روشن کو ایک فضول  اداکارہ قرار دے دیا,fake,بھارتی اداکار ٹائیگر شروف نے ہریتک روشن ایک فضول اداکارہ قرار دے دیا,"['بھارتی', 'اداکار', 'ٹائیگر', 'شروف', 'نے', 'ہریتک', 'روشن', 'ایک', 'فضول', 'اداکارہ', 'قرار', 'دے', 'دیا']"
پاکستان اور انگلینڈ کے درمیان لاہور میں ٹیسٹ میچ کے 43 سال گزرجانے کے بعد مدثر نذر نے بی بی سی اردو سے اس ٹیسٹ اور اس وقت کے حالات سے متعلق اپنی کچھ یاداشتیں شئیر کی ہیں۔,real,پاکستان انگلینڈ درمیان لاہور ٹیسٹ میچ 43 سال گزر جانے بعد مدثر نذر نے بی بی سی اردو اس ٹیسٹ اس وقت حالات متعلق اپنی کچھ یاداشتیں شئیر ہیں,"['پاکستان', 'انگلینڈ', 'درمیان', 'لاہور', 'ٹیسٹ', 'میچ', '43', 'سال', 'گزر', 'جانے', 'بعد', 'مدثر', 'نذر', 'نے', 'بی', 'بی', 'سی', 'اردو', 'اس', 'ٹیسٹ', 'اس', 'وقت', 'حالات', 'متعلق', 'اپنی', 'کچھ', 'یاداشتیں', 'شئیر', 'ہیں']"
